title,artist,weeks_in_top_40
Green River,Creedence Clearwater Revival,11
Green Tambourine,The Lemon Pipers,12
"Green, Green",The New Christy Minstrels,7
"Green, Green Grass Of Home",Tom Jones,7
Green-Eyed Lady,Sugarloaf,12
Greenback Dollar,The Kingston Trio,5
Greenfields,The Brothers Four,15
Grenade,Bruno Mars,29
Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",23
Grind With Me,Pretty Ricky,16
Grindin',Clipse,5
Groove Is In The Heart,Deee-Lite,13
Groove Me,King Floyd,13
Groove Thang,Zhane,14
Groovin',Booker T. & The MG's,7
Groovin',The Young Rascals,11
Groovy Grubworm,Harlow Wilcox and the Oakies,6
Groovy Kind Of Love,Phil Collins,13
Groovy Situation,Gene Chandler,11
Grow Some Funk Of Your Own/I Feel Like A Bullet (In The Gun Of Robert Ford),Elton John,5
Grown Men Don't Cry,Tim McGraw,10
Guantanamera,The Sandpipers,9
Gucci Gang,Lil Pump,17
Guess,Charli xcx Featuring Billie Eilish,3
Guess Things Happen That Way,Johnny Cash And The Tennessee Two,3
Guess Who,Jesse Belvin,9
Guilty,Barbra Streisand & Barry Gibb,15
Guilty As Sin?,Taylor Swift,4
Guitar Boogie Shuffle,The Virtues,12
Guitar Man,Elvis Presley,5
Gummo,6ix9ine,14
Guts Over Fear,Eminem Featuring Sia,1
Guy For That,Post Malone Featuring Luke Combs,7
Gyalchester,Drake,1
Gyalis,Capella Grey,1
Gypsy,Fleetwood Mac,8
Gypsy Man,War,10
Gypsy Woman,Brian Hyland,13
Gypsy Woman,The Impressions,8
Gypsy Woman (She's Homeless),Crystal Waters,9
"Gypsys, Tramps & Thieves",Cher,14
H*A*M,Kanye West Jay Z,1
H.O.L.Y.,Florida Georgia Line,19
H.Y.B.,J. Cole Featuring Bas & Central Cee,1
HIGHEST IN THE ROOM,Travis Scott,22
Habits,Eminem & White Gold,1
Habits (Stay High),Tove Lo,27
Hair,Lady Gaga,1
Hair,The Cowsills,13
Half Heaven - Half Heartache,Gene Pitney,8
Half Of My Heart,John Mayer,7
Half The Way,Crystal Gayle,10
Half-Breed,Cher,14
Halfway To Paradise,Bobby Vinton,5
Halfway To Paradise,Tony Orlando,2
Hall Of Fame,The Script Featuring will.i.am,15
Hallelujah,Justin Timberlake & Matt Morris Featuring Charlie Sexton,1
Hallelujah,Matthew Schuler,1
Hallelujah,Panic! At The Disco,1
Hallelujah,Pentatonix,3
Hallelujah,Sweathog,4
Hallelujah Day,Jackson 5,4
Halo,Beyonce,24
Halo / Walking On Sunshine,Glee Cast,1
Hand Me Down World,The Guess Who,8
Hand To Hold On To,John Cougar,11
Handle On You,Parker McCollum,4
Handlebars,Flobots,1
Hands,Jewel,15
Hands Clean,Alanis Morissette,10
Hands To Heaven,Breathe,16
Hands To Myself,Selena Gomez,16
Handsomer,Russ Featuring Ktlyn,1
Handy Man,Del Shannon,7
Handy Man,James Taylor,13
Handy Man,Jimmy Jones,14
Hang 'Em High,Booker T. & The MG's,11
Hang Fire,The Rolling Stones,6
Hang In Long Enough,Phil Collins,7
Hang On In There Baby,Johnny Bristol,13
Hang On Sloopy,Ramsey Lewis Trio,6
Hang On Sloopy,The McCoys,11
Hangin' Tough,New Kids On The Block,12
Hanginaround,Counting Crows,10
Hanging By A Moment,Lifehouse,45
Hanging On A Heart Attack,Device,4
Hangover,PSY Featuring Snoop Dogg,1
Hanky Panky,Madonna,7
Hanky Panky,Tommy James And The Shondells,10
Happenings Ten Years Time Ago,The Yardbirds,4
Happier,Marshmello & Bastille,49
Happier,Olivia Rodrigo,4
Happier Than Ever,Billie Eilish,18
Happily Ever After,Case,13
Happiness,The Pointer Sisters,4
Happiness Is Just Around The Bend,The Main Ingredient,2
Happy,Ashanti,16
Happy,Leona Lewis,1
Happy,Pharrell Williams,41
Happy,Surface,8
Happy,The Rolling Stones,4
Happy Anniversary,Little River Band,9
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,3
Happy Birthday Blues,Kathy Young With The Innocents,6
"Happy Birthday, Sweet Sixteen",Neil Sedaka,11
Happy Days,Pratt & McClain with Brother Love,10
Happy Heart,Andy Williams,7
Happy Holiday / The Holiday Season,Andy Williams,14
Happy Jack,The Who,4
Happy Music,The Blackbyrds,6
Happy People,R. Kelly,11
Happy People,The Temptations,1
Happy Summer Days,Ronnie Dove,4
Happy Together,The Turtles,12
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,1
Happy-Go-Lucky-Me,Paul Evans,8
Harbor Lights,The Platters,11
Hard,Rihanna Featuring Jeezy,14
Hard Habit To Break,Chicago,15
Hard Headed Woman,Elvis Presley With The Jordanaires,5
Hard Knock Life (Ghetto Anthem),JAY-Z,16
Hard Luck Woman,KISS,8
Hard Rock Cafe,Carole King,5
Hard To Forget,Sam Hunt,11
Hard To Handle,The Black Crowes,6
Hard To Love,Lee Brice,4
Hard To Say,Dan Fogelberg,10
Hard To Say I'm Sorry,Az Yet Featuring Peter Cetera,32
Hard To Say I'm Sorry,Chicago,18
Harden My Heart,Quarterflash,19
Harder To Breathe,Maroon 5,14
Hardest To Love,The Weeknd,1
Harlem Nocturne,The Viscounts,1
Harlem Shake,Baauer,13
Harlem Shuffle,The Rolling Stones,10
Harley Quinn,Fuerza Regida & Marshmello,1
Harper Valley P.T.A.,Jeannie C. Riley,12
Harry Hippie,Bobby Womack & Peace,6
Harry The Hairy Ape,Ray Stevens,6
Harry Truman,Chicago,7
Hat 2 Da Back,TLC,5
Hate It Or Love It,The Game Featuring 50 Cent,18
Hate Me,Blue October,9
Hate That I Love You,Rihanna Featuring Ne-Yo,22
Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,2
Hats Off,"Lil Baby, Lil Durk & Travis Scott",1
Hats Off To Larry,Del Shannon,11
Haunted House,Jumpin' Gene Simmons,8
Havana,Camila Cabello Featuring Young Thug,38
Have A Good Time,Sue Thompson,5
Have I The Right?,The Honeycombs,9
Have I Told You Lately,Rod Stewart,17
Have Mercy,Chloe,1
Have You Ever Needed Someone So Bad,Def Leppard,15
Have You Ever Really Loved A Woman?,Bryan Adams,20
Have You Ever Seen The Rain/Hey Tonight,Creedence Clearwater Revival,9
Have You Ever?,Brandy,22
Have You Forgotten?,Darryl Worley,10
Have You Heard,The Duprees featuring Joey Vann,6
Have You Looked Into Your Heart,Jerry Vale,4
Have You Never Been Mellow,Olivia Newton-John,11
Have You Seen Her,M.C. Hammer,12
Have You Seen Her,The Chi-lites,13
"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones,6
Haven't Got Time For The Pain,Carly Simon,6
Haven't Met You Yet,Michael Buble,26
Haven't Stopped Dancing Yet,Gonzalez,5
Having A Party,Rod Stewart,3
Having A Party,Sam Cooke,9
Having Our Way,Migos Featuring Drake,1
Hawai,Maluma & The Weeknd,3
Hawaii Five-O,The Ventures,9
Hawaii Tattoo,The Waikikis,3
Hay,Crucial Conflict,10
Hazard,Richard Marx,16
Hazy Shade Of Winter,The Bangles,14
He,The Righteous Brothers,5
"He Ain't Heavy, He's My Brother",The Hollies,11
He Ain't Heavy...He's My Brother,Neil Diamond,9
He Can't Love U,Jagged Edge,13
He Can't Love You,Michael Stanley Band,5
He Could Be The One,Hannah Montana,2
He Didn't Have To Be,Brad Paisley,4
He Don't Love You (Like I Love You),Tony Orlando & Dawn,10
He Knows I Love Him Too Much,The Paris Sisters,3
He Loves U Not,Dream,21
He Wasn't Man Enough,Toni Braxton,32
He Will Break Your Heart,Jerry Butler,13
He'll Have To Go,Jim Reeves,20
He'll Have To Stay,Jeanne Black,10
He'll Never Love You (Like I Do),Freddie Jackson,6
He's A Friend,Eddie Kendricks,3
He's A Liar,Bee Gees,4
He's A Rebel,The Crystals,12
He's Mine,MoKenStef,18
He's So Fine,The Chiffons,12
He's So Shy,The Pointer Sisters,17
He's Sure The Boy I Love,The Crystals,8
He's The Greatest Dancer,Sister Sledge,13
Head Games,Foreigner,9
Head Over Heels,Allure Featuring NAS,5
Head Over Heels,Go-Go's,10
Head Over Heels,Tears For Fears,12
Head To Toe,Lisa Lisa And Cult Jam,14
Headed For A Fall,Firefall,3
Headed For A Heartbreak,Winger,9
Headlines,Drake,25
Headsprung,LL Cool J,14
Headstrong,Trapt,17
Heal The World,Michael Jackson,8
Healing Hands,Elton John,9
Hear Me Calling,Juice WRLD,1
Heard 'Em Say,Kanye West Featuring Adam Levine,7
Heard It All Before,Sunshine Anderson,13
Heard It In A Love Song,The Marshall Tucker Band,13
Heart And Soul,Huey Lewis & The News,13
Heart And Soul,Jan & Dean,4
Heart And Soul,T'Pau,16
Heart And Soul,The Cleftones,4
Heart Attack,Demi Lovato,18
Heart Attack,Olivia Newton-John,13
Heart Attack,Trey Songz,3
Heart Full Of Soul,The Yardbirds,8
Heart Hotels,Dan Fogelberg,6
Heart In Hand,Brenda Lee,7
Heart Like A Truck,Lainey Wilson,14
Heart Like A Wheel,The Human League,3
Heart Like A Wheel,The Steve Miller Band,9
Heart Of Glass,Blondie,14
Heart Of Gold,Neil Young,13
Heart Of Mine,Boz Scaggs,4
Heart Of Stone,Cher,6
Heart Of Stone,Taylor Dayne,10
Heart Of Stone,The Rolling Stones,5
Heart Of The Night,Juice Newton,10
Heart Of The Night,Poco,7
Heart On Ice,Rod Wave,7
Heart Pt. 6,Kendrick Lamar,1
Heart To Heart,Kenny Loggins,13
Heartache Tonight,Eagles,13
Heartaches,The Marcels,8
Heartaches By The Number,Guy Mitchell,16
Heartaches By The Number,Johnny Tillotson,2
Heartbeat,Don Johnson,10
Heartbeat,Seduction,10
Heartbeat - It's A Lovebeat,The DeFranco Family featuring Tony DeFranco,14
Heartbeat Song,Kelly Clarkson,9
Heartbreak (It's Hurtin' Me),Little Willie John,1
Heartbreak Anniversary,Giveon,25
Heartbreak Beat,Psychedelic Furs,5
Heartbreak Hotel,The Jacksons,8
Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,21
Heartbreak Warfare,John Mayer,5
Heartbreaker,Dionne Warwick,13
Heartbreaker,Dolly Parton,4
Heartbreaker,Justin Bieber,1
Heartbreaker,Mariah Carey Featuring Jay-Z,14
Heartbreaker,Pat Benatar,10
Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,1
Heartless,Heart,7
Heartless,Kanye West,27
Heartless,Kris Allen,2
Heartless,The Weeknd,23
Heartlight,Neil Diamond,11
Hearts,Marty Balin,13
Hearts Don't Think (They Feel),Natural Selection,4
Hearts Of Stone,Bill Black's Combo,4
Hearts Of Stone,The Blue Ridge Rangers,2
Hearts On Fire,Bryan Adams,6
Hearts On Fire,Randy Meisner,9
Heat,Chris Brown Featuring Gunna,4
Heat Of The Moment,After 7,5
Heat Of The Moment,Asia,12
Heat Of The Night,Bryan Adams,10
Heat Wave,Martha & The Vandellas,11
Heat Wave/love Is A Rose,Linda Ronstadt,10
Heat Waves,Glass Animals,76
Heathens,twenty one pilots,36
Heather Honey,Tommy Roe,3
Heatin Up,Lil Baby & Gunna,1
Heaven,Bryan Adams,14
Heaven,DJ Sammy & Yanou Featuring Do,21
Heaven,Kane Brown,16
Heaven,Los Lonely Boys,25
Heaven,Nu Flavor,15
Heaven,The Rascals,2
Heaven,Warrant,14
Heaven Help Me,Deon Estus With George Michael,11
Heaven Help Us All,Stevie Wonder,8
Heaven In Your Eyes,Loverboy,11
Heaven Is A Place On Earth,Belinda Carlisle,15
Heaven Knows,Donna Summer With Brooklyn Dreams,14
Heaven Knows,The Grass Roots,7
Heaven Must Be Missing An Angel (part 1),Tavares,11
Heaven Must Have Sent You,Bonnie Pointer,15
Heaven On The 7th Floor,Paul Nicholas,16
Heaven Sent,Keyshia Cole,10
Heaven's What I Feel,Gloria Estefan,8
Heavenly Lover,Teresa Brewer,1
Heavy Makes You Happy (Sha-Na-Boom Boom),The Staple Singers,5
Heed The Call,Kenny Rogers & The First Edition,5
Helen Wheels,Paul McCartney And Wings,10
Helena (So Long & Goodnight),My Chemical Romance,1
Hell Breaks Loose,Eminem Featuring Dr. Dre,1
Hell Of A View,Eric Church,5
Hell Yeah,Ginuwine Featuring Baby,12
Hella Good,No Doubt,15
Hello,Adele,26
Hello,Glee Cast Featuring Jonathan Groff,1
Hello,Lionel Richie,17
Hello Again,Neil Diamond,12
Hello Again,The Cars,10
Hello Good Morning,Diddy - Dirty Money Featuring T.I.,5
Hello Goodbye,The Beatles,10
"Hello Heartache, Goodbye Love",Little Peggy March,4
Hello Hello,"The Sopwith ""Camel""",4
Hello Hurray,Alice Cooper,3
Hello It's Me,Todd Rundgren,12
Hello Mary Lou,Ricky Nelson,13
"Hello Mudduh, Hello Fadduh! (A Letter From Camp)",Allan Sherman,8
Hello Old Friend,Eric Clapton,6
Hello Stranger,Barbara Lewis,10
Hello Stranger,Yvonne Elliman,9
Hello Walls,Faron Young,11
Hello Young Lovers,Paul Anka,6
"Hello, Dolly!",Louis Armstrong And The All Stars,19
"Hello, I Love You",The Doors,11
Help Is On Its Way,Little River Band,11
Help Me,Joni Mitchell,11
Help Me Girl,Eric Burdon & The Animals,4
Help Me Girl,The Outsiders,2
Help Me Make It Through The Night,Gladys Knight And The Pips,6
Help Me Make It Through The Night,Sammi Smith,11
Help Me Rhonda,Johnny Rivers,5
"Help Me, Rhonda",The Beach Boys,11
Help Pour Out The Rain (Lacey's Song),Buddy Jewell,5
Help Yourself,Tom Jones,2
Help!,The Beatles,12
Hemorrhage (In My Hands),Fuel,12
Her Diamonds,Rob Thomas,11
Her Royal Majesty,James Darren,8
Her Town Too,James Taylor & J.D. Souther,10
Here,Alessia Cara,24
Here (In Your Arms),Hellogoodbye,9
Here And Now,Kenny Chesney,1
Here And Now,Luther Vandross,15
Here Come Those Tears Again,Jackson Browne,6
Here Comes Goodbye,Rascal Flatts,8
Here Comes My Baby,The Tremeloes,8
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,19
Here Comes Summer,Jerry Keller,8
Here Comes That Rainy Day Feeling Again,The Fortunes,9
"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,23
Here Comes The Judge,Pigmeat Markham,4
Here Comes The Judge,Shorty Long,8
Here Comes The Night,Them,6
Here Comes The Rain Again,Eurythmics,14
Here Comes The Sun,Richie Havens,9
Here For The Party,Gretchen Wilson,3
Here I Am (Come And Take Me),UB40,12
Here I Am (Just When I Thought I Was Over You),Air Supply,15
Here I Am Come & Take Me,Al Green,12
Here I Go Again,Smokey Robinson & The Miracles,3
Here I Go Again,Whitesnake,14
Here Is Gone,Goo Goo Dolls,10
Here It Comes Again,The Fortunes,4
Here It Goes Again,OK Go,2
Here We Are,Gloria Estefan,11
Here We Go,C+C Music Factory/F. Williams,14
Here We Go,Trina Featuring Kelly Rowland,14
Here We Go Again,Demi Lovato,2
Here We Go Again,Ray Charles,9
Here We Go Again!,Portrait,18
Here With Me,Marshmello Featuring CHVRCHES,4
Here With Me,REO Speedwagon,9
Here Without You,3 Doors Down,42
Here You Come Again,Dolly Parton,13
Here's To Never Growing Up,Avril Lavigne,8
Here's To The Night,Eve 6,9
Hero,Chad Kroeger Featuring Josey Scott,19
Hero,Enrique Iglesias,26
Hero,Mariah Carey,25
Heroes (We Could Be),Alesso Featuring Tove Lo,7
Heroes And Villains,The Beach Boys,5
Hey Baby,Henry Lee Summer,8
Hey Baby,No Doubt Featuring Bounty Killer,16
Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,22
Hey Baby (They're Playing Our Song),The Buckinghams,7
Hey Big Brother,Rare Earth,7
Hey Brother,Avicii,16
Hey Daddy (Daddy's Home),Usher Featuring Plies,12
Hey Deanie,Shaun Cassidy,12
Hey Donna,Rhythm Syndicate,8
Hey Driver,Zach Bryan Featuring The War And Treaty,3
Hey Girl,Billy Currington,1
Hey Girl (i Like Your Style),The Temptations,4
Hey Girl/I Knew You When,Donny Osmond,9
Hey Harmonica Man,Stevie Wonder,4
Hey Jane,"Tyler, The Creator",1
Hey Jealousy,Gin Blossoms,11
"Hey Jean, Hey Dean",Dean And Jean,3
Hey Joe,The Leaves,4
Hey Jude,The Beatles,19
Hey Jude,Wilson Pickett,6
Hey Ladies,Beastie Boys,2
Hey Lawdy Mama,Steppenwolf,3
Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,4
Hey Little Cobra,The Rip Chords,11
Hey Little Girl,Dee Clark,9
Hey Little Girl,Major Lance,8
"Hey Look Ma, I Made It",Panic! At The Disco,15
Hey Lover,LL Cool J,20
Hey Ma,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",20
Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",20
Hey Mama,The Black Eyed Peas,10
Hey Mr. D.J.,Zhane,20
Hey Nineteen,Steely Dan,13
Hey Now,Kendrick Lamar Featuring Dody6,2
Hey Paula,Paul and Paula,12
Hey There Delilah,Plain White T's,28
Hey There Lonely Boy,Ruby And The Romantics,5
Hey There Lonely Girl,Eddie Holman,12
Hey There Lonely Girl,Robert John,4
Hey Ya!,OutKast,28
Hey You,Bachman-Turner Overdrive,7
Hey! Baby,Bruce Channel,12
Hey! Little Girl,Del Shannon,2
"Hey, Bobba Needle",Chubby Checker,5
"Hey, Girl",Freddie Scott,9
"Hey, Leroy, Your Mama's Callin' You",Jimmy Castor,3
"Hey, Let's Twist",Joey Dee & the Starliters,4
"Hey, Mister Sun",Bobby Sherman,5
"Hey, Soul Sister",Glee Cast,1
"Hey, Soul Sister",Train,39
"Hey, Western Union Man",Jerry Butler,8
Heyy,Lil Baby,1
"Hi, Hi, Hi",Wings,9
Hi-De-Ho,"Blood, Sweat & Tears",6
Hi-Heel Sneakers,Jose Feliciano,7
Hi-Heel Sneakers,Tommy Tucker,8
Hibiki,Bad Bunny & Mora,1
"Hide & Go Seek, Part I",Bunker Hill,3
Hide 'Nor Hair,Ray Charles and his Orchestra,4
Hide Away,Daya,11
Hide Away,Freddy King,4
Hideaway,The Four Esquires,6
High Enough,Damn Yankees,18
High Fashion,Roddy Ricch Featuring Mustard,26
High Hopes,"Frank Sinatra ""and a bunch of kids""",1
High Hopes,Panic! At The Disco,43
High Infidelity,Taylor Swift,1
High On You,Survivor,11
High Road,Koe Wetzel & Jessie Murph,24
High Road,Zach Bryan,1
High School Dance,The Sylvers,10
High School U.S.A.,Tommy Facenda,3
High Time We Went/Black-Eyed Blues,Joe Cocker,6
Higher,Creed,30
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,1
Higher,Taio Cruz Featuring Travie McCoy,7
Higher Ground,Stevie Wonder,12
Higher Love,Steve Winwood,14
Higher Plane,Kool & The Gang,2
Highway 20 Ride,Zac Brown Band,2
Highway Don't Care,Tim McGraw With Taylor Swift,11
Highway Song,Blackfoot,6
Hijack,Herbie Mann,6
Hillbilly Bone,Blake Shelton Featuring Trace Adkins,1
Him,Rupert Holmes,12
Him & I,G-Eazy & Halsey,17
Him Or Me - What's It Gonna Be?,Paul Revere & The Raiders,8
Hip City - Pt. 2,Jr. Walker & The All Stars,6
Hip Hop Hooray,Naughty By Nature,20
Hip Hug-Her,Booker T. & The MG's,3
Hip To Be Square,Huey Lewis & The News,12
Hippy Hippy Shake,The Swinging Blue Jeans,5
Hippychick,Soho,9
Hips Don't Lie,Shakira Featuring Wyclef Jean,25
Hiss,Megan Thee Stallion,2
History Repeats Itself,Buddy Starcher,1
Hit 'Em Up Style (Oops!),Blu Cantrell,21
Hit Different,SZA Featuring Ty Dolla $ign,1
Hit Me Off,New Edition,8
Hit Me With Your Best Shot,Pat Benatar,15
Hit The Lights,Jay Sean Featuring Lil Wayne,1
Hit The Quan,iLoveMemphis,17
Hit The Road Jack,Ray Charles and his Orchestra,11
Hit The Road Jack,Stampeders,2
Hitch Hike,Marvin Gaye,3
Hitch It To The Horse,The Fantastic Johnny C,2
Hitchin' A Ride,Vanity Fare,14
Hits Different,Taylor Swift,1
Ho Hey,The Lumineers,43
Hocus Pocus,Focus,11
Hoedown Throwdown,Miley Cyrus,3
Hold Back The Night,The Trammps,4
Hold Her Tight,The Osmonds,7
Hold It Against Me,Britney Spears,9
Hold Me,Brian McKnight Featuring Tone & Kobe Bryant,2
Hold Me,Fleetwood Mac,15
Hold Me 'til The Mornin' Comes,Paul Anka,2
Hold Me Closer,Elton John & Britney Spears,9
Hold Me Now,Thompson Twins,15
Hold Me Tight,Johnny Nash,12
"Hold Me, Thrill Me, Kiss Me",Mel Carter,11
"Hold Me, Thrill Me, Kiss Me, Kill Me",U2,10
Hold My Hand,Hootie & The Blowfish,34
Hold My Hand,Michael Jackson Duet With Akon,1
Hold On,En Vogue,17
Hold On,Ian Gomm,5
Hold On,Jamie Walters,20
Hold On,Justin Bieber,2
Hold On,Kansas,1
Hold On,Santana,10
Hold On,Triumph,3
Hold On,Wilson Phillips,18
Hold On Loosely,38 Special,6
Hold On My Heart,Genesis,14
Hold On Tight,Electric Light Orchestra,13
Hold On To Me,John Michael Montgomery,3
Hold On To My Love,Jimmy Ruffin,9
Hold On To The Nights,Richard Marx,14
Hold On! I'm A Comin',Sam & Dave,7
"Hold On, We're Going Home",Drake Featuring Majid Jordan,31
Hold The Line,Toto,14
Hold Tight,Justin Bieber,1
Hold Up,Beyonce,2
Hold What You've Got,Joe Tex,8
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",2
Hold You Tight,Tara Kemp,15
Hold Your Head Up,Argent,11
Holdin' On,Tane Cain,3
Holdin' On To Yesterday,Ambrosia,8
Holding Back The Years,Simply Red,14
Holding On,Steve Winwood,11
Holding Out For A Hero,Bonnie Tyler,4
Hole Hearted,Extreme,17
Hole In The Bottle,Kelsea Ballerini,2
Holidae In,Chingy Featuring Ludacris & Snoop Dogg,18
Holiday,Bee Gees,5
Holiday,Green Day,25
Holiday,Lil Nas X,1
Holiday,Madonna,11
Holiday,The Other Ones,4
Holla Holla,Ja Rule,7
Hollaback Girl,Gwen Stefani,28
Holly Holy,Neil Diamond,12
Holly Jolly Christmas,Michael Buble,1
Hollywood,Rufus Featuring Chaka Khan,3
Hollywood Nights,Bob Seger & The Silver Bullet Band,10
Hollywood Swinging,Kool & The Gang,11
Hollywood's Bleeding,Post Malone,2
Holy,Justin Bieber Featuring Chance The Rapper,24
Holy Cow,Lee Dorsey,5
Holy Grail,Jay Z Featuring Justin Timberlake,26
Holy Roller,Zach Bryan Featuring Sierra Ferrell,1
